playerID,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,birthDate,birthCountry,teamID,created_at,updated_at,offensiveRating,defensiveRating
8481042,https://assets.nhle.com/mugs/nhl/20242025/COL/8481042.png,Nikolai,Kovalenko,51,R,L,70,180,1999-10-17,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8477476,https://assets.nhle.com/mugs/nhl/20242025/COL/8477476.png,Artturi,Lehkonen,62,L,L,71,179,1995-07-04,FIN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8477492,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png,Nathan,MacKinnon,29,C,R,72,200,1995-09-01,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479999,https://assets.nhle.com/mugs/nhl/20242025/COL/8479999.png,Casey,Mittelstadt,37,C,L,73,195,1998-11-22,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8481186,https://assets.nhle.com/mugs/nhl/20242025/COL/8481186.png,Logan,O'Connor,25,R,R,72,175,1996-08-14,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482712,https://assets.nhle.com/mugs/nhl/20242025/COL/8482712.png,Oskar,Olausson,24,R,L,73,180,2002-11-10,SWE,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484259,https://assets.nhle.com/mugs/nhl/20242025/COL/8484259.png,Ondrej,Pavel,26,C,L,74,205,2000-08-29,CZE,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479547,https://assets.nhle.com/mugs/nhl/20242025/COL/8479547.png,Matthew,Phillips,,R,R,68,160,1998-04-06,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484255,https://assets.nhle.com/mugs/nhl/20242025/COL/8484255.png,Jason,Polin,41,R,R,72,198,1999-06-17,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8478420,https://assets.nhle.com/mugs/nhl/20242025/COL/8478420.png,Mikko,Rantanen,96,R,L,76,215,1996-10-29,FIN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484221,https://assets.nhle.com/mugs/nhl/20242025/COL/8484221.png,Calum,Ritchie,,C,R,74,185,2005-01-21,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8481737,https://assets.nhle.com/mugs/nhl/20242025/COL/8481737.png,Matt,Stienburg,36,C,R,73,182,2000-10-07,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8476391,https://assets.nhle.com/mugs/nhl/20242025/COL/8476391.png,T.J.,Tynan,36,C,R,68,160,1992-02-25,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8475780,https://assets.nhle.com/mugs/nhl/20242025/COL/8475780.png,Chris,Wagner,14,R,R,72,192,1991-05-27,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8477425,https://assets.nhle.com/mugs/nhl/20242025/COL/8477425.png,Miles,Wood,28,L,L,74,195,1995-09-13,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8483569,https://assets.nhle.com/mugs/nhl/20242025/COL/8483569.png,Wyatt,Aamodt,5,D,L,72,201,1997-11-22,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482072,https://assets.nhle.com/mugs/nhl/20242025/COL/8482072.png,Jack,Ahcan,18,D,L,68,180,1997-05-18,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482676,https://assets.nhle.com/mugs/nhl/20242025/COL/8482676.png,Sean,Behrens,,D,L,70,177,2003-03-31,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480073,https://assets.nhle.com/mugs/nhl/20242025/COL/8480073.png,Erik,Brannstrom,,D,L,70,185,1999-09-02,SWE,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8475177,https://assets.nhle.com/mugs/nhl/20242025/COL/8475177.png,Calvin,de Haan,,D,L,73,192,1991-05-09,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479398,https://assets.nhle.com/mugs/nhl/20242025/COL/8479398.png,Samuel,Girard,49,D,L,70,170,1998-05-12,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8478430,https://assets.nhle.com/mugs/nhl/20242025/COL/8478430.png,Oliver,Kylington,,D,L,72,183,1997-05-19,SWE,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479439,https://assets.nhle.com/mugs/nhl/20242025/COL/8479439.png,Jacob,MacDonald,26,D,L,72,204,1993-02-26,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480069,https://assets.nhle.com/mugs/nhl/20242025/COL/8480069.png,Cale,Makar,8,D,R,72,187,1998-10-30,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484258,https://assets.nhle.com/mugs/nhl/20242025/COL/8484258.png,Sam,Malinski,70,D,R,71,190,1998-07-27,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8476312,https://assets.nhle.com/mugs/nhl/20242025/COL/8476312.png,Josh,Manson,42,D,R,75,218,1991-10-07,USA,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479387,https://assets.nhle.com/mugs/nhl/20242025/COL/8479387.png,Keaton,Middleton,67,D,L,78,240,1998-02-10,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480157,https://assets.nhle.com/mugs/nhl/20242025/COL/8480157.png,Calle,Rosen,48,D,L,73,188,1994-02-02,SWE,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8478038,https://assets.nhle.com/mugs/nhl/20242025/COL/8478038.png,Devon,Toews,7,D,L,73,191,1994-02-21,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484556,https://assets.nhle.com/mugs/nhl/20242025/COL/8484556.png,Saige,Weinstein,,D,L,73,185,2005-05-30,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8481020,https://assets.nhle.com/mugs/nhl/20242025/COL/8481020.png,Justus,Annunen,60,G,L,76,210,2000-03-11,FIN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480382,https://assets.nhle.com/mugs/nhl/20242025/COL/8480382.png,Alexandar,Georgiev,40,G,L,73,178,1996-02-10,BGR,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480867,https://assets.nhle.com/mugs/nhl/20242025/COL/8480867.png,Kevin,Mandolese,,G,L,76,180,2000-08-22,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8481529,https://assets.nhle.com/mugs/nhl/20242025/COL/8481529.png,Trent,Miner,34,G,L,73,185,2001-02-05,CAN,21,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482891,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482891.png,Francesco,Arcuri,54,C,L,74,195,2003-06-13,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480840,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480840.png,Oskar,Back,37,C,L,75,210,2000-03-12,SWE,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8473994,https://assets.nhle.com/mugs/nhl/20242025/DAL/8473994.png,Jamie,Benn,14,L,L,74,205,1989-07-18,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8476278,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476278.png,Colin,Blackwell,15,C,R,69,190,1993-03-28,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8481712,https://assets.nhle.com/mugs/nhl/20242025/DAL/8481712.png,Matej,Blumel,25,R,L,72,201,2000-05-31,CZE,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482145,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482145.png,Mavrik,Bourque,22,C,R,70,191,2002-01-08,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8474149,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474149.png,Evgenii,Dadonov,63,R,L,72,185,1989-03-12,RUS,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8475168,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475168.png,Matt,Duchene,95,C,L,73,210,1991-01-16,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482919,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482919.png,Justin,Ertel,62,L,L,74,186,2003-05-27,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484796,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484796.png,Emil,Hemming,,R,R,73,201,2006-06-27,FIN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8478449,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478449.png,Roope,Hintz,24,C,L,75,212,1996-11-17,FIN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484829,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484829.png,Justin,Hryckowian,,C,L,70,194,2001-02-23,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8478888,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478888.png,Cameron,Hughes,,C,L,72,183,1996-10-09,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484938,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484938.png,Arttu,Hyry,,R,R,74,209,2001-04-06,FIN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482740,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482740.png,Wyatt,Johnston,53,C,R,74,184,2003-05-14,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479986,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479986.png,Kole,Lind,,R,R,73,193,1998-10-16,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8478975,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478975.png,Mason,Marchment,27,L,L,77,216,1995-06-18,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8483799,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483799.png,Kyle,McDonald,40,R,R,76,221,2002-02-05,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8481041,https://assets.nhle.com/mugs/nhl/20242025/DAL/8481041.png,Mathias Emilio,Pettersen,,C,L,70,170,2000-04-03,NOR,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480027,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480027.png,Jason,Robertson,21,L,L,75,202,1999-07-22,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8475794,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475794.png,Tyler,Seguin,91,C,R,73,207,1992-01-31,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8483514,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483514.png,Matthew,Seminoff,43,R,R,71,188,2003-12-27,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482702,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482702.png,Logan,Stankoven,11,C,R,68,171,2003-02-26,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479351,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479351.png,Sam,Steel,18,C,L,72,185,1998-02-03,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482120,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482120.png,Antonio,Stranges,71,L,L,71,185,2002-02-05,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484124,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484124.png,Chase,Wheatcroft,48,C,L,74,192,2002-05-28,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484146,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484146.png,Tristan,Bertucci,42,D,L,72,179,2005-07-12,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8483425,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483425.png,Lian,Bichsel,6,D,L,78,233,2004-05-18,CHE,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8478476,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478476.png,Kyle,Capobianco,,D,L,74,201,1997-08-13,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8476856,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476856.png,Mathew,Dumba,3,D,R,72,181,1994-07-25,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480036,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480036.png,Miro,Heiskanen,4,D,L,74,197,1999-07-18,FIN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484822,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484822.png,Luke,Krys,,D,R,74,185,2000-09-27,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8483470,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483470.png,Christian,Kyrou,38,D,R,71,166,2003-09-16,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8476902,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476902.png,Esa,Lindell,23,D,L,75,216,1994-05-23,FIN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480878,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480878.png,Nils,Lundkvist,5,D,R,73,190,2000-07-27,SWE,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8480950,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480950.png,Ilya,Lyubushkin,46,D,R,74,200,1994-04-06,RUS,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8475755,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475755.png,Alexander,Petrovic,28,D,R,77,208,1992-03-03,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484523,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484523.png,Connor,Punnett,,D,L,74,200,2003-06-16,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8474090,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474090.png,Brendan,Smith,2,D,L,74,200,1989-02-08,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8483059,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483059.png,Gavin,White,74,D,R,72,196,2002-11-12,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479193,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479193.png,Casey,DeSmith,1,G,L,72,181,1991-08-13,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8476433,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476433.png,Magnus,Hellberg,,G,L,78,220,1991-04-04,SWE,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8484835,https://assets.nhle.com/mugs/nhl/20242025/DAL/8484835.png,Ben,Kraws,,G,L,77,194,2000-08-02,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8479979,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479979.png,Jake,Oettinger,29,G,L,78,224,1998-12-18,USA,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8482465,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482465.png,Remi,Poirier,31,G,L,74,206,2001-10-06,CAN,25,2024-08-21 01:26:11 UTC,2024-08-21 01:26:11 UTC,,
8477456,https://assets.nhle.com/mugs/nhl/20242025/DET/8477456.png,J.T.,Compher,37,L,R,72,190,1995-04-08,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8477429,https://assets.nhle.com/mugs/nhl/20242025/DET/8477429.png,Andrew,Copp,18,C,L,73,203,1994-07-08,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8484160,https://assets.nhle.com/mugs/nhl/20242025/DET/8484160.png,Nate,Danielson,,C,R,74,185,2004-09-27,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8479337,https://assets.nhle.com/mugs/nhl/20242025/DET/8479337.png,Alex,DeBrincat,93,R,R,68,180,1997-12-18,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8484107,https://assets.nhle.com/mugs/nhl/20242025/DET/8484107.png,Alexandre,Doucet,,L,L,72,192,2002-01-12,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8480326,https://assets.nhle.com/mugs/nhl/20242025/DET/8480326.png,Sheldon,Dries,,C,L,69,180,1994-04-23,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8484471,https://assets.nhle.com/mugs/nhl/20242025/DET/8484471.png,Emmitt,Finnie,,C,L,72,170,2005-06-27,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8478432,https://assets.nhle.com/mugs/nhl/20242025/DET/8478432.png,Christian,Fischer,36,R,R,74,212,1997-04-15,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8479364,https://assets.nhle.com/mugs/nhl/20242025/DET/8479364.png,Tim,Gettinger,39,L,L,78,222,1998-04-14,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482106,https://assets.nhle.com/mugs/nhl/20242025/DET/8482106.png,Cross,Hanas,74,L,L,73,171,2002-01-05,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8474141,https://assets.nhle.com/mugs/nhl/20242025/DET/8474141.png,Patrick,Kane,88,R,L,70,177,1988-11-19,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8483464,https://assets.nhle.com/mugs/nhl/20242025/DET/8483464.png,Marco,Kasper,92,C,L,73,183,2004-04-08,AUT,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8477946,https://assets.nhle.com/mugs/nhl/20242025/DET/8477946.png,Dylan,Larkin,71,C,L,73,199,1996-07-30,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8483695,https://assets.nhle.com/mugs/nhl/20242025/DET/8483695.png,Amadeus,Lombardi,,C,L,70,165,2003-06-05,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482802,https://assets.nhle.com/mugs/nhl/20242025/DET/8482802.png,Carter,Mazur,32,L,R,72,170,2002-03-28,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8477353,https://assets.nhle.com/mugs/nhl/20242025/DET/8477353.png,Tyler,Motte,,C,L,70,194,1995-03-10,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8479992,https://assets.nhle.com/mugs/nhl/20242025/DET/8479992.png,Michael,Rasmussen,27,C,L,78,220,1999-04-17,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8484966,https://assets.nhle.com/mugs/nhl/20242025/DET/8484966.png,Jakub,Rychlovsky,,L,L,70,181,2001-08-07,CZE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8481441,https://assets.nhle.com/mugs/nhl/20242025/DET/8481441.png,Joe,Snively,,C,L,69,176,1996-01-01,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8481725,https://assets.nhle.com/mugs/nhl/20242025/DET/8481725.png,Elmer,Soderblom,85,L,L,80,246,2001-07-05,SWE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8475765,https://assets.nhle.com/mugs/nhl/20242025/DET/8475765.png,Vladimir,Tarasenko,,R,L,73,219,1991-12-13,RUS,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8480813,https://assets.nhle.com/mugs/nhl/20242025/DET/8480813.png,Joe,Veleno,90,C,L,73,201,2000-01-13,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482777,https://assets.nhle.com/mugs/nhl/20242025/DET/8482777.png,Shai,Buium,,D,L,75,209,2003-03-26,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8475279,https://assets.nhle.com/mugs/nhl/20242025/DET/8475279.png,Ben,Chiarot,8,D,L,75,224,1991-05-09,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482060,https://assets.nhle.com/mugs/nhl/20242025/DET/8482060.png,Tory,Dello,,D,R,72,190,1997-02-14,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482762,https://assets.nhle.com/mugs/nhl/20242025/DET/8482762.png,Simon,Edvinsson,77,D,L,78,209,2003-02-05,SWE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8476979,https://assets.nhle.com/mugs/nhl/20242025/DET/8476979.png,Erik,Gustafsson,,D,L,73,189,1992-03-14,SWE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8475718,https://assets.nhle.com/mugs/nhl/20242025/DET/8475718.png,Justin,Holl,3,D,R,76,194,1992-01-30,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8481607,https://assets.nhle.com/mugs/nhl/20242025/DET/8481607.png,Albert,Johansson,20,D,L,72,168,2001-01-04,SWE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8478021,https://assets.nhle.com/mugs/nhl/20242025/DET/8478021.png,William,Lagesson,,D,L,74,211,1996-02-22,SWE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8476874,https://assets.nhle.com/mugs/nhl/20242025/DET/8476874.png,Olli,Maatta,2,D,L,74,207,1994-08-22,FIN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8473507,https://assets.nhle.com/mugs/nhl/20242025/DET/8473507.png,Jeff,Petry,46,D,R,75,208,1987-12-09,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8481479,https://assets.nhle.com/mugs/nhl/20242025/DET/8481479.png,Brogan,Rafferty,52,D,R,72,202,1995-05-28,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8484223,https://assets.nhle.com/mugs/nhl/20242025/DET/8484223.png,Axel,Sandin-Pellikka ,,D,R,71,176,2005-03-11,SWE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8481587,https://assets.nhle.com/mugs/nhl/20242025/DET/8481587.png,Antti,Tuomisto,24,D,R,76,194,2001-01-20,FIN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482163,https://assets.nhle.com/mugs/nhl/20242025/DET/8482163.png,Eemil,Viro,51,D,L,72,165,2002-04-03,FIN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482171,https://assets.nhle.com/mugs/nhl/20242025/DET/8482171.png,William,Wallinder,,D,L,76,191,2002-07-28,SWE,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482936,https://assets.nhle.com/mugs/nhl/20242025/DET/8482936.png,Gage,Alexander,,G,L,78,205,2002-07-02,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8475789,https://assets.nhle.com/mugs/nhl/20242025/DET/8475789.png,Jack,Campbell,,G,L,75,200,1992-01-09,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482657,https://assets.nhle.com/mugs/nhl/20242025/DET/8482657.png,Sebastian,Cossa,33,G,L,78,229,2002-11-21,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8481757,https://assets.nhle.com/mugs/nhl/20242025/DET/8481757.png,Carter,Gylander,60,G,L,76,170,2001-06-05,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8478024,https://assets.nhle.com/mugs/nhl/20242025/DET/8478024.png,Ville,Husso,35,G,L,75,205,1995-02-06,FIN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8479312,https://assets.nhle.com/mugs/nhl/20242025/DET/8479312.png,Alex,Lyon,34,G,L,73,196,1992-12-09,USA,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8475660,https://assets.nhle.com/mugs/nhl/20242025/DET/8475660.png,Cam,Talbot,,G,L,76,200,1987-07-05,CAN,17,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8478042,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478042.png,Viktor,Arvidsson,33,L,R,70,185,1993-04-08,SWE,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8484127,https://assets.nhle.com/mugs/nhl/20242025/EDM/8484127.png,Carl,Berglund,,C,L,74,207,2000-01-16,SWE,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8477015,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477015.png,Connor,Brown,28,R,R,72,184,1994-01-14,CAN,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8479465,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479465.png,Drake,Caggiula,8,L,L,70,179,1994-06-20,CAN,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8477934,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png,Leon,Draisaitl,29,C,L,74,209,1995-10-27,DEU,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8482704,https://assets.nhle.com/mugs/nhl/20242025/EDM/8482704.png,Jayden,Grubbe,,C,R,75,201,2003-01-12,CAN,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8480468,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480468.png,James,Hamblin,57,L,L,70,185,1999-04-27,CAN,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8474641,https://assets.nhle.com/mugs/nhl/20242025/EDM/8474641.png,Adam,Henrique,19,C,L,72,195,1990-02-06,CAN,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
8475786,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,Zach,Hyman,18,L,R,73,206,1992-06-09,CAN,22,2024-08-21 01:26:12 UTC,2024-08-21 01:26:12 UTC,,
